Sentence,Sentiment
mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,0
teliasonera tlsn said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen eesti telekom s offering to its customers .,1
"the report profiles 614 companies including many key and niche players worldwide such as black decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k s group , ryobi technologies , inc. , the scotts miracle-gro company , and van group , inc. .",0
no decision on such sale of the now issued or existing treasury shares to ya global has been made yet .,0
"profitability ebit % was 13.6 % , compared to 14.3 % in q2 2009 .",-1
"the fourth quarter saw rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in north america .",1
a huge issue for us is the button placement .,0
"hammerson, jv partner secure ownership of ireland s dundrum - quick facts",1
"after the split , the number of k shares will be 9 540 000 and the number of a shares 26 885 540 .",0
"notable gainers among liquid option names this morning include stx 7.0% , nem 4.6% , wdc 4.2% , x 4.1% , and gme 3.4% ,",1
locked in some fb puts for nice gain,-1
"in the baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",0
"the equipment will be made at vaahto s plant in hollola in finland , and delivery is scheduled for the first quarter of 2009 .",0
"according to gallup food and farm facts , beef consumption totaled 99mn kilos in finland in 2007 .",0
the profit after taxes was eur 57.7 11.1 million .,0
passenger volumes rose by 8.4 % in the accounting period .,1
"the board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",0
in finland finnish pharmaceutical company orion corporation omx helsinki ornav said on wednesday 7 january that it has concluded its personnel negotiations in finland and will reduce the number of personnel by 205 .,-1
"taking a cue from the playbook of the east dillon lions , we ve created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",0
fb 110.20 is starting to show some relative strength and signs of potential b o on the daily.,1
"in april 2010 , olvi s range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",0
"jensen , njastein and mike critch , the head of dovre north america business unit , will report to toivola .",0
miners meltdown as bhp to rio tinto sink in commodities rout,-1
an appeal concerning the project has been lodged at the czech ministry of the environment .,0
energy still failing to close above the 10d ma. continues to stand out weak xle,-1
"according to the latvian business register , uponor latvia closed in red with lvl 99,000 eur 139,538.17 usd 194,556.48 on turnover of lvl 2.346 mn for 2009 .",-1
aapl. test the high today and probably go beyond after hours...,1
the stock rose for a third day on tuesday bringing its three-day rise to gbx10 .50 or 1.8 % .,1
sbux downgraded to neutral at deutsche bank. price target reduced to 64 from 70.,-1
"kgc oversold, falling wedge and positive divergence place it on the launch pad looking for a bounce.",1
"finnish publisher alma media hel aln1v said wednesday it has decided to further extend its eur1 .85 usd2 .75 apiece mandatory tender offer for media group talentum hel ttm1v , which started on 19 august , until 16 november .",0
"tyrv inen is of the opinion that the airline has been repeating this for some time already , however .",0
rost ross stores upgraded to outperform at rbc capital markets,1
ab inbev approaches sabmiller to explore 250bn tie-up,1
"finnish food workers union sel plans to hasten its collective bargaining with a two-day strike that would begin on 7 april 2010 , in finland .",0
"its customers include local companies slo oy , kiilto oy , toptronics oy , normark suomi oy , pellonpaja oy and mansner oy .",0
the number of customers is one of the most important parameters in determining the price of electricity networks .,0
"rig whos ever pushing this is crazy, get ready for suspended dividend turning into growth stock blow out earnings, and major buyback, lol",0
"hal if bulls lucky enuff to get an upside gap fill, better take it. wouldn t chase it here.",0
"vanhanen said the strike would be extremely damaging as some 1,300 participants and reporters begin to arrive in finland for the one-day eu summit with russian president vladimir putin in lahti , about 100 kilometers 60 miles north of helsinki .",-1
these moderate but significant changes resulted in a significant 24-32 % reduction in the estimated cvd risk .,1
sales of mid-strength beer decreased by 40 % .,-1
f-secure online backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,0
"dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw ebit drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0
"the long-standing partnership and commitment enable both parties to develop their respective operations , and esl shipping will also have the opportunity to update its fleet and improve its efficiency .",1
"nokia bought chicago-based navteq in 2008 , acquiring a maps database to compete with google s maps as well as with navigation device companies such as tomtom nv and garmin ltd. .",1
finnlines has six ships under construction in china with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,0
elektrobit eb has renewed its it infrastructure contract with ict services provider fujitsu services for eb s patja service .,1
"the core of solidium s investment strategy is proper , value enhancing asset management of the current holdings .",1
"finnish steel maker rautaruukki oyj hel rtrks , or ruukki , said today its net loss contracted to eur 49 million usd 68.2 m for the first nine months of 2010 from eur 229 million for the same period a year ago .",1
the commission said the hydrogen peroxide and pbs market was worth about 470 million euros in 2000 .,0
"update easyjet passenger numbers, aer lingus traffic up in february",1
"operating profit for the 12-month period decreased from eur17 .9 m while net sales increased from eur58 .3 m , as compared to 2007 .",-1
facades in riga 8 march 2010 - finnish construction company yit oyj hel yty1v said today that it will build the frame and the facades in a tower construction project in riga .,0
bunzl lifts dividend again as acquisitions continue to boost profits,1
"operating profit surged to eur21m from eur106 ,000 .",1
nordea s chairman of the board hans dalborg has informed the nomination committee that he will not be up for re-election at the annual general meeting in 2011 .,0
"belarus oao lidskoe pivo brewery , based in the grodno region , reported a 1.1 % decrease in output to 1.045 million decaliters in january-march 2010 , a representative in the administration of the company told .",-1
astx daily technical indicators are bullish. breakout watch over 4.58,1
the contract has been allotted as per lowest price criteria .,0
a high court in finland has fined seven local asphalt companies more than lion 117 million for operating a cartel .,0
"sales are expected to increase in the end of the year 2006 , however .",1
"the contracts of the employees , 96 of whom are blue-collar workers , will be ended between march and august 2011 .",0
the low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,-1
the groups s turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,1
"operating profit decreased to nearly eur 1.7 mn , however .",0
finnish cargotec s kalmar has received a significant order from the us department of defense .,1
"earnings per share eps amounted to eur1 .37 , down from eur2 .30 .",-1
brcm raises revenue forecast,1
a spokesperson told wwd to expect a 50-50 mix of clothing and home decor .,0
"nokia s calling all innovators africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications .",1
net sales surged by 30 % to eur 36 million .,1
"the authorisation is in force until the end of the next annual general meeting and repeals the authorisation to acquire own shares given by the general meeting held on april 4 , 2007 .",0
"poyry s contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",0
"the value of the order is eur 700,000 .",0
"the company operates its business through two reportable segments , including banking and investment services , and non-life insurance .",0
"the order includes a new crecent former , headbox , and reel .",0
the combined value of the planned investments is about eur 30mn .,0
the following information was released by comptel tomorrow the chairman of the federal communications commission is scheduled to deliver the national broadband plan to congress .,0
"operating profit of operations in finland in the period under review totaled eur 11.3 mn , remaining at the 2005 level .",0
"m-real corporation press release on 3 november at 10 35 am m-real corporation was the second best company in the materials sector including e.g. forest industry companies in the carbon disclosure leadership index cdli , nordic report 2009 .",1
ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated 4 billion in the u.s. and 8 billion globally .,0
"operating loss totaled eur 0.8 mn , compared to a profit of eur 0.5 mn .",0
"scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company s plant in sievi , in finland .",-1
alfa group will have 43.9 % of voting stock in the new company and telenor 35.4 % with a free float of 20.7 % .,0
kingfisher share price slides on cost to implement new strategy,-1
profit before taxes decreased to eur 31.6 mn from eur 50.0 mn the year before .,-1
"8,600 m , and at the time of investment it is fully leased to several tenants .",0
"the company is owned by the state of finland and the european aeronautic defense and space company eads n.v. tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",0
csx another strong rail today after breaking intraday resistance at 1 9.80,1
"a data processing unit collects the data , calculates rvr values and provides the data to users via various interfaces .",0
"in addition to russia , we now seek additional growth in ukraine .",1
the aim is to increase sales by at least one fifth in 2006 .,1
"rohwedder group is an automotive supplies , telecommunications and electronics industry provider for customers in europe , north america and asia .",0
"according to hk ruokatalo , almost all the meat used by the company comes from finland .",0
the number of bodily injury cases quadrupled in 2000-2006 .,0
"in finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",0
the acquisition price was not disclosed .,0
scanfil has also issued a profit warning .,0
the acquisition is part of ramirent s central and eastern european growth strategy .,0
"upm said the move will lower net profit by x20ac 385 million us 520 million in the second quarter , mainly due to impairment charges .",-1
"the poorest index figure was given to finnish power company fortum , 4.5 .",0
"the company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",0
"seppala transferred the sale to a greater extent than last year to february , and this is reflected on the january sales figures .",0
ab inbev ups offer for sabmiller as deadline looms,1
"the contracts of the employees , 96 of whom are blue-collar workers , will be ended between march and august 2011 .",-1
stora enso s target has been cut to eur 4.85 from eur 5.55 and holmen s target -- to sek 135 from sek 150 .,0
"as a condition to the deal , savcor alfa has to have bought photonium and akseli lahtinen inc. s business operations prior to the deal .",0
spy don t hang your bull hat yet. next week we will pop higher on qe3 hope on back of fed s 2 day meeting.,1
consolidated operating profit from continuing operations decreased by 62.3 % to eur 51.2 mn from eur 135.7 mn in 2007 .,-1
"the shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",0
"the airline estimated that the cancellation of its flights due to the closure of european airspace , and the process of recommencing traffic , have caused a the company a loss of eur20m , including the costs of stranded passengers accommodation .",0
"the transaction doubles tecnomens workforse , and adds a fourth to their net sales .",1
"we warmly welcome him to satama , states jussi lansio , chairman of the board .",1
"the web-marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",0
"cargotec s brands , hiab , kalmar and macgregor , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",0
"l nnen tehtaat s food division was reorganised into two strategic business units , apetit frozen foods and jams , and apetit fish .",0
twtr sad the only thing to move this is a takeover rumor only to be sold off next day,-1
its other well-known brands include fitness equipment maker precor and u.s. - based ball sports equipment maker wilson .,0
"z. bavelloni s long-standing md , dino bavelloni , has retired at the end of 2005 .",0
the sellers were eoss innovationsmanagement and a group of private individuals .,0
"net sales went up by 1 % year-on-year to eur 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was eur 5.1 million on the review period .",1
"as a result , the company has decided it will implement fixed-term temporary lay-offs .",-1
those uncertainties cloud the long-term outlook .,-1
elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,0
"the company s annual loss amounted to eek 18mn , compared to a profit of eek 7.3 mn in 2008 .",-1
the mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,0
aktia forecasts finland s inflation at 1.1 % in 2010 .,0
kone is listed on the nordic exchange in helsinki .,0
finnish fibre-based materials maker ahlstrom corp hel ahl1v said today it decided to close down its spunlace composite production line number 23 at chirnside plant in the uk by the end of march 2011 .,0
subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles .,0
rautaruukki said construction group yit has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the kemijoki river in northern finland .,1
long tsla short mbly,1
"also , technopolis plans to build a 100 million euro technology park at the special economic zone neudorf in st. petersburg , the st. petersburg government said in february .",0
"lassila tikanoja s operating profit excluding non-recurring and imputed items for the second quarter was eur11 .3 m , down from eur13 .8 m a year ago .",-1
castecka said the town hall would hold talks with other investors interested in the zone .,0
"the technology will become available to businesses from the fourth quarter , nokia said .",0
"london open taylor wimpey and ashtead drive markets higher, barclays falls",1
bullish engulfing of coca cola ko,1
"the study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",0
"upon completion of these transactions , metso s stake will amount to more than 60 % .",0
"mika stahlberg , vp f-secure labs , said , we are excited and proud that f-secure has been recognized by av-comparatives as the product of the year .",1
"madison , wis. , feb. 6 - prnewswire - -- fiskars announces that the united states patent and trademark office has granted a trademark registration for the color orange on its iconic scissor handles .",1
both companies existing investment plans will be coordinated .,0
ndx component tesla has announced it is recalling 2700 model x suvs. tsla,-1
finnish messaging solutions developer tecnomen corporation omx helsinki tem1v said on thursday 11 december that it has received an expansion order for its convergent charging solution in latin america .,1
operating profit improved by 39.9 % to eur 18.0 mn from eur12 .8 mn .,1
the value of the contract is about eur 27mn .,0
the parties have therefore agreed to leave avena out of the deal .,0
"the company has also supplied more than 200 mw of power generating equipment for a number of projects in papua new guinea , including 12 engines of the wartsila 32 type to lihir gold .",0
"in addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",1
companies thetrainline.com announces arrival of london ipo,1
"a flurry analytics spokesperson said that , as it was only measuring windows phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",0
pharmaceuticals - italy this brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in italy .,0
swedbank s shares have been hardest hit of the swedish banks by the ongoing international financial crisis .,0
"growth was strongest in f-secure s operator isps , mobile operators and cable operators business .",1
"talvik says the relocation of application programs on servers will continue , while hp servers were approved because of hp supplying a tailor-made solution to elisa .",0
gunneflo will be responsible of oriola-kd s pharmaceutical trade business in sweden .,0
"samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",-1
"last week , the finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company s strategic goal of becoming the world s largest stainless steel maker .",1
"in the second quarter of 2010 , the group s net profit rose to eur 3.1 million from eur 2.5 million in april-june 2009 .",1
travel expenses would be reimbursed in accordance with the travel policy of the company .,0
"pretax profit totalled eur 80.8 mn , compared to a loss of eur 13.1 mn in the corresponding period in 2009 .",1
11 august 2010 - finnish measuring equipment maker vaisala oyj hel vaias said today that its net loss widened to eur4 .8 m in the first half of 2010 from eur2 .3 m in the corresponding period a year earlier .,0
supreme court upholds 236 million jury award against exxonmobil,-1
"of the price , kesko s share is 10 mln euro 15.5 mln and it will recognize a gain of 4.0 mln euro 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",1
the purchase sum is about eur 10mn us 12.97 mn .,0
the purpose of this action is to ensure company s cost effectiveness this year and in the near future .,1
"in food trade , sales amounted to eur320 .1 m , a decline of 1.1 % .",0
long pcln,1
"the company expects its net sales for the whole of 2007 to be eur 950mn-1 ,000 mn .",0
apple inc. the rip-roaring rally is just beginning aapl investorplace aapl,1
"purchase it for the 12mp snapper , if nothing else .",0
upon completion of the deal panostaja will establish a new business area within the group to focus on heat treatment of metals .,0
diageo sells ryder cup venue gleneagles hotel to ennismore group,1
m. and a master of business administration mba .,0
"rt the correleation between the dollar index and spy is simply amazing. dx finds support, spy retreats like clockwork",-1
profit after taxes totaled eur 12.1 mn .,0
"operating loss totalled eur 4.0 mn , compared to a profit of eur 8.6 mn in the second quarter of 2008 .",-1
"finnish scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled eur 94.7 mn in the first half of 2010 , down from eur 99.5 mn in the first half of 2009 .",-1
whitbread buys 49% stake in pure food chain,1
by separating side businesses we will be able to faster expand and develop tapro retail network .,1
"sudden optimism about iphone sales i.e., not as bad as expected gives apple aapl a lift.",1
"according to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0
the company s previous estimate was for a lower revenue than the year-ago eur 93.9 million .,-1
"operating loss totalled eur 12.7 mn , compared to a profit of eur 17.7 mn in the first half of 2008 .",-1
"according to scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",-1
the stock was hit by the profit warning of finnish rival rautaruukki oyj omx rtrks .,-1
"net sales of finnish sanoma learning literature , of finnish media group sanoma , decreased by 3.6 % in january-june 2009 totalling eur 162.8 mn , down from eur 168.8 mn in the corresponding period in 2008 .",-1
"arto ryymin , born 1964 , will replace juhani kaisanlahti who has worked as acting evp , healthcare welfare since august 2007 .",0
"txrh reports q1 eps of 0.37 versus the estimated 0.35, beating by 0.02. eps were up 19% from the same quarter last year.",1
aapl mcdonalds had a big growing success for years with the same bigmac and apple update and improbe iphone and ipad,1
the acquisition will considerably increase kemira s sales and market position in the russian metal industry coatings market .,1
the remote radio head module will be available at 4w power for 2.5 ghz and 3.5 ghz tdd frequency bands .,0
finnish forest machinery manufacturer ponsse s net sales grew to eur 51.3 mn in the first quarter of 2010 from eur 37.5 mn in the corresponding period in 2009 .,1
the lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,1
"satama s net profit for the third quarter of 2007 rose to 275,000 euro 395,000 from 270,000 euro 388,000 for the same period of 2006 .",1
"the natural source of isoprene is the tree species hevea brasiliensis , also known as the rubber tree .",0
"according to finnair technical services , the measure is above all due to the employment situation .",0
this would be a huge process .,0
gpro down 25% since tue morning.,-1
"london afx - shares in rautaruukki corp have been upgraded to hold from sell by abn amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",1
operating profit decreased to eur 16mn from eur 21.1 mn in 2008 .,-1
"the costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",0
the solution will be installed in the usa to support the north american operations of the customer .,0
lsc s 30 employees will move to ixonos with their existing status and benefits .,0
raffles equities ltd became a substantial holder in archer exploration ltd on january 12 with 11.7 million shares 18.2 pc .,0
finnish bank of land reports its operating profit fell to eur 4.9 mn in the third quarter of 2007 from eur 5.6 mn in the third quarter of 2006 .,0
baird upgrades tesla motors tsla to outperform,1
raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by russian wood products company sveza group .,1
"metso oyj said it has sold its spreader roll manufacturing business and related assets in the town of nokia , southern finland , to a group of finnish investors , who will operate the business under the name of finbow oy .",0
the combined value of the orders is eur 45mn .,0
tekla group s net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,0
"kai tulonen , chief technology officer , sysopen digia says we have been using corporate phonebook inside sysopen digia extensively since last fall , and we have been very satisfied with the results .",1
"enclosed is affecto s call for extraordinary general meeting to be held on july 10th where the main agenda is to approve the authorization to the board for the proposed share issue related to the component software acquisition , and to elect haakon skaarer to the affecto board .",0
earnings per share eps in 2005 decreased to eur1 .87 from eur1 .89 in 2003 .,-1
"as of july 2 , 2007 , the market cap segments will be updated according to the average price in may 2007 .",0
monday bulls are out stock ticker- michael james ent. other picks sbux gvp nke,1
the group aims to increase its net sales and comparable operating profit in 2006 .,1
"cencorp s net sales in the first quarter is estimated to be eur0.9-1 .2 m , as compared to eur4 .5 m in the first quarter 2008 .",-1
a paper mill in the central maine town of madison soon will have a new owner .,0
"the offer of some 30 million shares aimed to raise more than x20ac 500 million us 640 million , was expected to be completed by oct. 9 , outokumpu said .",0
efore s results for the last quarter showed an even faster improvement as the company managed to better source its components .,1
"the company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",0
"cdp was established on the initiative of institutional investors however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",0
"in accordance with our strategy , we strengthened our local presence by establishing a representative office in south africa in october .",1
"casinos red before the bell lvs -0.75%, wynn -0.47%, wynn -0.47% unusual comibinations of what s running, what s red before the bell",-1
"eps for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",1
"in accordance with the terms and conditions of alma media s 2006 option program , the share subscription price for the 2006a option rights was eur 4.88 per share and the book countervalue eur 0.60 per share .",0
the company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,1
"ebit totalled eur 14.4 mn , compared to a loss of eur 0.3 mn in the corresponding period in 2009 .",1
orion s net profit for the third quarter of 2007 decreased to 36.5 mln euro 52.1 mln from 40.3 mln euro 57.5 mln a year earlier .,-1
"the omx helsinki 25 ended 0.47 pct lower at 3,150.55 and the omx helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0
"the basware connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , said ceo ilkka sihvo , basware corporation .",1
"at the same time profit of the company increased by 10 % in h1 and reached ls 79,000 .",1
"the mill will have capacity to produce 500,000 tonnes of pulp per year .",0
"operating profit totalled eur 7.0 mn , up from a loss of eur 4.0 mn in the second quarter of 2009 .",1
"mat - 6%, big trader added 10000 april put contracts 3 days ago",-1
"sysopen digia plc , press release , 7 february 2006 ibm finland has rewarded its most distinguished partner companies for 2005 .",1
diluted earnings per share eps rose to eur 0.29 from eur 0.05 .,1
nice chart shows distinctive down channel not a dip.. where do you see the bottom spy .. 150 .. 130,-1
the share subscription period will expire on 30 september 2007 .,0
enb.ca head shoulders bullish reversal setup and breakout. oil and gas pipleline stock. uso,1
severn trent share price rises as first half profit inches up as customer ...,1
name of company in which holdings have been acquired citycon oyj 2 .,0
"aldata solution oyj thomas hoyer cfo more information aldata solution oyj , thomas hoyer , cfo , tel. 358 45 670 0491 aldata in brief aldata solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",0
easyjet leads britain s ftse lower as global bond rout resumes,-1
production is scheduled to start by the end of april 2007 .,0
"in asia earlier , japan s nikkei index fell 0.62 percent and hong kong s hang seng index rose 0.56 percent .",0
"fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete .",1
"every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , a letter of intent said .",0
"the board established a remuneration committee with following members - sari baldauf chairman - tapio hintikka - heikki westerlund in addition , the board decided to appoint a nomination committee at a later stage .",0
"the method utilises waterborne ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",0
berkshire seeks to boost its wells fargo stake above 10 percent,1
"the agreement will provide the switch with double the converter capacity , whilst opening up further manufacturing locations in china .",1
"due to pirkka beer , olvi s brewery in iisalmi is moving to 7-day , 24-hour work shifts .",0
"metsaliitto will sell 1.1 million b shares of neomarkka , accounting for about 18.3 pct of neomarkka s equity and about 12.7 pct of the voting rights .",0
"the huge bridge girders will be delivered to the site from our plant in ylivieska , finland .",0
"von koskull will oversee a new unit of nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",0
"thanks to the multiplying effect of wagon performance , transport will be much more efficient , says development manager juha malkia from vr cargo .",1
"according to its notice , skandinaviska enskilda banken ab publ helsinki branch has on 10 august 2009 divested in total 11,958,000 alma media shares to ilkka-yhtyma oyj and kaleva kustannus oy , as the conditions of the agreement made by the companies on 1 july 2009 fulfilled .",0
the line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,0
"the finnish supplier of bss-oss and vas for telecom operators , tecnotree , has received expansion orders worth a total us 7.3 mn for its convergent charging and next generation messaging solutions in latin america , the company announced without specifying which operators had placed the orders .",1
in q1 2010 18 may 2010 - finnish electrical components maker salcomp oy hel sal1v said today it turned to a net profit of eur1 .6 m in the first quarter of 2010 versus a loss of eur2m in the corresponding period last year .,1
"the second variant offers complete final finishing of any selected apartment with foreign high quality materials finland , denmark , germany , france .",0
net profit in the same period in 2006 was x20ac 172 million .,0
breaking 52 week highs timing looks great now ahs baby post ige irdm ewbc phys ulta vnet biv,1
the repurchases shall decrease the distributable capital and reserves .,0
stx move off the bottom but still in bear market datasecurity emc sndk wdc,-1
the organization that is a member of the russian auto sector union mpra has become active since tikkurila acquired russian paint company kraski teks in 2006 .,0
the new shares entitle their holders to dividends for fiscal 2006 .,0
"ebitda for the year 2009 improved to eur484m , as compared with eur472m in 2008 .",1
"finnish talentum reports its operating profit increased to eur 20.5 mn in 2005 from eur 9.3 mn in 2004 , and net sales totaled eur 103.3 mn , up from eur 96.4 mn .",1
"both operating profit and turnover for the three-month period increased , respectively from eur0 .9 m and eur8 .3 m , as compared to the corresponding period in 2005 .",1
the bridge will be 1.2 km long and is located between anasmotet by the road e20 and the new traffic junction in marieholm by the road e45 .,0
finnish electronics manufacturer pkc group oyj omx helsinki pkc1v said on wednesday 31 december that it has completed the acquisition of man nutzfahrzeuge ag s cable harness business from man star trucks buses spolka zoo in poland .,1
"veidekke , headquartered in oslo , norway , is a scandinavian construction and property development group with some 6,350 employees in norway , sweden and denmark , with an annual turnover of nok16 .4 bn .",0
"to our members and partners , the use of it will mostly be apparent in the increased efficiency of the results service , observes perttu puro from tradeka .",1
protalix is developing genetically engineered proteins from plant cells .,0
decisions are to be made as quickly as possible .,0
cat is hangin on my a thread. 1click away from a cliff drop.. needs follow through or snap-back on the vix,-1
the incident happened at 2 30 p.m. on avenue 192 at road 196 .,0
verizon and at t accused of hurting rivals,-1
the chf is a great product .,1
"at 1411 cet , arcelormittal had lost 7.26 % to eur 17.38 on euronext paris , coming at the lead of the blue-chip fallers .",0
the cooperation with airbaltic is expected to lead to the transfer of finncomm to the ownership of airbaltic in time .,0
"loaded up on bsx yesterday,looking good now. still think way more upside than downside.",1
"the lemminkainen group , headquartered in helsinki , finland , operates in all sectors of the construction industry civil engineering , building contracting , technical building services and the building materials industry .",0
"the power supplies , dc power systems and inverters designed and manufactured by efore , and systems incorporating them are used in many different applications .",0
pertti ervi is independent from the company and its major shareholders .,0
"in parallel , teliasonera has decided to conduct a compulsory acquisition .",0
"we cut our frequency to new york last year , which explains the fall , he said .",0
"mr ashley , deputy executive chairman of sports direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",0
"exel composites long-term growth prospects remain favourable , however .",1
"by combining its existing solutions into a single platform , comptel said that it has reduced the cost of deployment .",1
shell share price standard life announce position against bg acquisition,-1
sab s chairman digs in with board divided on inbev offer,0
the company said that sales in the three months to the end of march slid to eur86 .4 m us 113.4 m from eur91 .2 m last year .,-1
trow ascending triangle gives a bullish bias to this chart. breakout above 84 will be positive,1
"the total scope of the project is about 38,000 square metres and it is valued at a total of around eur75m .",0
net interest income increased by 4.5 % to eur 31.4 mn from eur 30.0 mn in 2004 .,1
"in addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",0
"helsinki afx - kci konecranes said it has raised its stake in mmh holdings inc , the owner of us-based morris materials handling , to 90.9 pct from 74.5 pct .",1
a cut above bring the outdoors in with these birch-branch coasters .,0
consolidated operating profit from continuing operations decreased by 62.3 % to eur 51.2 mn from eur 135.7 mn in 2007 .,0
the contract value amounts to eur 2.4 million .,0
net sales of finnish food industry company l nnen tehtaat s continuing operations increased by 13 % in 2008 to eur 349.1 mn from eur 309.6 mn in 2007 .,1
the acquisition of kaupthing sverige will bring a significant positive non-recurring addition to the group s performance .,1
"adp news - nov 5 , 2008 - finnish electronic measurement products and solutions maker vaisala oyj omx vaias said today that its net profit rose to eur 18 million usd 23.1 m for the first nine months of 2008 from eur 1",1
renesas mobile europe ltd has approximately 470 employees in oulu .,0
self-service and automation are in a bigger role now and fujitsu s global resources will be exploited effectively .,1
"- the group - s profit before taxes was eur 0,2 7,8 million .",0
"the permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",0
finnish rautaruukki has been awarded a contract to supply and install steel superstructures for the partihallsf rbindelsen bridge in gothenburg in sweden .,1
the fair value of capman plc s own investments on 30 september 2008 amounted to meur 59.8 .,0
update barclays expects gain after settling with lehman bros trustee,1
"st. petersburg , oct 14 prime-tass -- finnish tire producer nokian tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of vsevolozhsk in russia s leningrad region in 2011 , the company s president kim gran told reporters thursday .",1
"nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",1
"wpp, world s largest ad agency, reports strong 2015 growth",1
"in q1 of 2009 , the company s operating loss totalled eur 0.3 mn , compared to a profit of eur 3.6 mn in q1 of 2008 .",0
finnish lifting equipment maker konecranes hel kcr1v said on 29 july 2009 it has raised its stake in austrian manipulator maker acs konecranes to 80 % and bought german sector player knight europe .,1
"cash flow after investments amounted to eur45m , down from eur46m .",0
"the baltimore police and fire pension , which has about 1.5 billion , lost about 3.5 million in madoff ponzi scheme .",-1
